Path,Count
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow; ACAP Attorney In-Queue Flow,4
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Membership Records In-Queue Call Flow; DD Legal Schedule Check; DD Legal Menu Flow; DD Legal Direct to Queue; DD Legal Queue Number Check; Division Director Legal In-Queue Flow,4
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; LRS Menu Schedule Check; LRS Main Menu (Spanish or English); LRS English Main Menu; LRS English Main Menu Option 2,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; LSE Menu Schedule Check; LSE Menu; LSE Direct to Queue; LSE In-Queue Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Fee Season Direct to Queue; Fee Season In-Queue Call Flow; Accounting In-Queue Call Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow; LSE Menu Schedule Check; LSE Menu; LSE Direct to Queue; LSE In-Queue Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Lawyer Referral Service English In-Queue Flow; Lawyer Referral Service Spanish In-Queue Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; UPL Menu Schedule Check; UPL Menu; AHC Direct to Queue; AHC In-Queue Call Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Bar Switchboard Holiday Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Ethics Menu Schedule Check; Ethics Menu; Ethics Support Direct to Queue; Ethics Support Queue Number Check; Ethics Support In-Queue Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow; Membership Records In-Queue Call Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP ATTY Call Back Menu,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Ethics Menu Schedule Check; Ethics Menu; Ethics Support Direct to Queue; Ethics Support Queue Number Check; Ethics Support In-Queue Flow; Ethics Attorney In-Queue Flow,3
ACAP Menu Schedule Check; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; ACAP PA Direct to Queue; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,3
Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; LSE Menu Schedule Check; LSE Menu; LSE Direct to Queue; LSE In-Queue Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow; Division Director Legal In-Queue Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; LSE Menu Schedule Check; LSE Menu; LSE Direct to Queue; LSE In-Queue Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; DD Legal Schedule Check; DD Legal Menu Flow; DD Legal Direct to Queue; DD Legal Queue Number Check; Division Director Legal In-Queue Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow,3
LSE Menu Schedule Check; LSE Menu; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Practice Resource Center Menu Schedule Check; Practice Resource Center Menu; Practice Resource Center In-Queue Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Examiners Schedule Check; Bar Examiners Menu; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,3
ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PA Queue 8-9 5-530; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Membership Records Direct to Queue; Membership Records In-Queue Call Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow,3
UPL Menu Schedule Check; UPL Menu; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,3
Website Menu Schedule Check; Website Menu; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,3
Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow,3
Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Membership Records Direct to Queue; Membership Records In-Queue Call Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting In-Queue Call Flow; Membership Records In-Queue Call Flow,3
Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Membership Records In-Queue Call Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Operator -  Miami,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; LSE Menu Schedule Check; LSE Menu; LSE Direct to Queue; LSE In-Queue Flow; Accounting In-Queue Call Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Division Director Legal In-Queue Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; ACAP PA Direct to Queue; ACAP PA Queue 8-9 5-530; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,3
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Examiners Schedule Check; Bar Examiners Menu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; DD Legal Schedule Check; DD Legal Menu Flow; DD Legal Direct to Queue; DD Legal Queue Number Check; Division Director Legal In-Queue Flow; Lawyer Referral Service English In-Queue Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; LRS Menu Schedule Check; LRS Main Menu (Spanish or English); LRS English Main Menu; LRS English Main Menu Option 4,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Fee Season Direct to Queue; Fee Season In-Queue Call Flow; Accounting In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Tallahassee Branch Menu Schedule Check; Tallahassee Branch Menu; Tallahassee Branch Staff Directory Menu,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP Menu Schedule Check,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Membership Records Direct to Queue; Membership Records In-Queue Call Flow; DD Legal Schedule Check; DD Legal Menu Flow; DD Legal Direct to Queue; DD Legal Queue Number Check; Division Director Legal In-Queue Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow; ACAP Attorney In-Queue Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP ATTY Call Back Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Bar Switchboard Holiday Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow; Membership Records In-Queue Call Flow; Practice Resource Center Menu Schedule Check; Practice Resource Center Menu; Practice Resource Center In-Queue Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; ACAP PA Direct to Queue; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Ethics Menu Schedule Check; Ethics Menu; Ethics Support Direct to Queue; Ethics Support Queue Number Check; Ethics Support In-Queue Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Communications Direct to Group; Accounting Menu Schedule Check; Accounting Menu Flow; Membership Records Direct to Queue; Membership Records In-Queue Call Flow,2
Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Membership Records Direct to Queue; Membership Records In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; LSE Menu Schedule Check; LSE Menu; LSE Direct to Queue; LSE In-Queue Flow; Membership Records In-Queue Call Flow,2
Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Orlando Switchboard Schedule Check; Orlando Branch Menu; Operator - Orlando,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Tallahassee Branch Menu Schedule Check; Tallahassee Branch Menu; Tallahassee Branch Staff Directory Menu,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP PA Direct to Queue; ACAP PAs In-Queue flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Tallahassee Branch Menu Schedule Check; Tallahassee Branch Menu,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Membership Records In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow; Client Security Fund Schedule Check; Client Security Fund,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Service Desk Direct to Queue; Service Desk In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Spanish Menu; ACAP PA Spanish Direct to Queue; ACAP PA Spanish Queue Number Check; ACAP PAs Spanish In-Queue Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Membership Records Direct to Queue; Membership Records In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; DD Legal Schedule Check; DD Legal Menu Flow,2
Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Website Direct to Queue; Website In-Queue Call Flow; LSE Menu Schedule Check; LSE Menu; LSE Direct to Queue; LSE In-Queue Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Practice Resource Center Menu Schedule Check; Practice Resource Center Menu; Practice Resource Center In-Queue Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Fee Season Direct to Queue; Fee Season In-Queue Call Flow; LSE Menu Schedule Check; LSE Menu; LSE Direct to Queue; LSE In-Queue Flow,2
ACAP Menu Schedule Check; ACAP PA Queue 8-9 5-530; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; ACAP PA Direct to Queue; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,2
LRS Menu Schedule Check; LRS Main Menu (Spanish or English); LRS English Main Menu; LRS English Direct to Queue; Lawyer Referral Service English In-Queue Flow; ACAP Menu Schedule Check; ACAP PA Queue 8-9 5-530; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow; Membership Records In-Queue Call Flow; Practice Resource Center Menu Schedule Check; Practice Resource Center Menu; Practice Resource Center In-Queue Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow; LRS Menu Schedule Check; LRS Main Menu (Spanish or English); LRS English Main Menu; LRS English Direct to Queue; Lawyer Referral Service English In-Queue Flow,2
Accounting Menu Schedule Check; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Practice Resource Center Menu Schedule Check; Practice Resource Center Menu; Practice Resource Center In-Queue Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,2
Practice Resource Center Menu Schedule Check; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Examiners Schedule Check; Bar Examiners Menu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Lawyer Referral Service English In-Queue Flow,2
Orlando Switchboard Schedule Check; Orlando Branch Menu; ACAP PA Direct to Queue; ACAP PA Queue 8-9 5-530; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Tallahassee Branch Menu Schedule Check; Tallahassee Branch Menu,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Membership Records In-Queue Call Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow; ACAP Attorney In-Queue Flow,2
Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Membership Records Direct to Queue; Membership Records In-Queue Call Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Accounting Direct to Queue; Accounting In-Queue Call Flow; DD Legal Schedule Check; DD Legal Menu Flow; DD Legal Direct to Queue; DD Legal Queue Number Check; Division Director Legal In-Queue Flow,2
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Lawyer Referral Service English In-Queue Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow; UPL Menu Schedule Check; UPL Menu; AHC Direct to Queue; AHC In-Queue Call Flow,1
Ethics Menu Schedule Check; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Accounting Menu Schedule Check; Accounting Menu Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Communications Direct to Group; Accounting Direct to Queue; Accounting In-Queue Call Flow,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; LRS Menu Schedule Check; LRS Main Menu (Spanish or English); LRS English Main Menu; LRS English Direct to Queue; Lawyer Referral Service English In-Queue Flow,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Fee Season Direct to Queue; Fee Season In-Queue Call Flow; Practice Resource Center Menu Schedule Check; Practice Resource Center Menu; Practice Resource Center In-Queue Flow,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow; UPL Menu Schedule Check; UPL Menu,1
Website Menu Schedule Check; Website Menu; Membership Records Direct to Queue; Membership Records In-Queue Call Flow; LSE Menu Schedule Check; LSE Menu; LSE Direct to Queue; LSE In-Queue Flow; Accounting Menu Schedule Check; Accounting Menu Flow; Website Direct to Queue; Website In-Queue Call Flow; Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Ethics Menu Schedule Check; Ethics Menu; Ethics ATTY Direct to Queue; Ethics Support Direct to Queue; Ethics Support Queue Number Check; Ethics Support In-Queue Flow,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Ethics Support In-Queue Flow; Ethics Attorney In-Queue Flow,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; UPL Menu Schedule Check; UPL Menu,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Ethics Menu Schedule Check; Ethics Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow; DD Legal Schedule Check; DD Legal Menu Flow; DD Legal Direct to Queue; DD Legal Queue Number Check; Division Director Legal In-Queue Flow; UPL Menu Schedule Check; UPL Menu; AHC Direct to Queue; AHC In-Queue Call Flow,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Lawyer Referral Service English In-Queue Flow; Communications Direct to Group,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Lawyer Referral Service English In-Queue Flow; ACAP Menu Schedule Check; ACAP Menu; ACAP PA Direct to Queue; ACAP PAs In-Queue flow,1
Bar Switchboard Direct to Queue,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Ethics Attorney In-Queue Flow; Accounting Menu Schedule Check; Accounting Menu Flow,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Practice Resource Center Menu Schedule Check; Practice Resource Center Menu; Practice Resource Center In-Queue Flow; DD Legal Schedule Check; DD Legal Menu Flow; DD Legal Direct to Queue; DD Legal Queue Number Check; Division Director Legal In-Queue Flow,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; Lawyer Referral Service English In-Queue Flow; DD Legal Schedule Check; DD Legal Menu Flow; DD Legal Direct to Queue; DD Legal Queue Number Check; Division Director Legal In-Queue Flow,1
Bar Switchboard Schedule Check; Bar Switchboard Main Flow; Bar Switchboard Non-ATTY Sub Menu Option; Bar Switchboard Non-Attorney Submenu; Bar Switchboard ATTY Sub Menu Option; Bar Switchboard Attorney Submenu; Bar Switchboard Direct to Queue; Switchboard In-Queue Call Flow; UPL Menu Schedule Check; UPL Menu; AHC Direct to Queue; AHC In-Queue Call Flow,1
